POLAR_ID,Mach,Alpha_deg,Re,CL,Cm,CN,SOURCE_ZIP,SOURCE_CSV,SOURCE_ROW
530,0.729634,-1.03612,8926700,0.0796602,-0.0849234,0.079669,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,4
530,0.729601,-0.548336,8919260,0.169553,-0.0876638,0.169556,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,5
530,0.729601,-0.0556745,8926450,0.267796,-0.0909447,0.267797,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,6
530,0.730914,0.429109,9000330,0.363807,-0.0941417,0.363832,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,7
530,0.731559,0.911597,9078820,0.458817,-0.0968643,0.458914,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,8
530,0.734818,1.39279,9124340,0.548156,-0.0999821,0.548391,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,9
530,0.737218,1.8729,9153270,0.643021,-0.104946,0.643485,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,10
530,0.739843,2.35427,9189040,0.734464,-0.113185,0.735267,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,11
530,0.743885,2.84342,9168720,0.794912,-0.120305,0.79614,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,12
530,0.745907,3.33493,9130570,0.802671,-0.114497,0.804327,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,13
530,0.748995,3.83677,9121810,0.801509,-0.10991,0.803648,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,14
530,0.752437,4.33992,9113080,0.793275,-0.104214,0.795934,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,15
530,0.754081,4.82863,9155710,0.795681,-0.0999411,0.798938,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,16
530,0.758188,5.32751,9156460,0.798587,-0.0979542,0.802525,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,17
530,0.763049,5.81954,9139370,0.809206,-0.0999718,0.813929,pressure_data_RWC.01_1-02-RUN-3-POLAR-530.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-530.csv,18
531,0.74103,-2.00378,9061610,-0.0819352,-0.0819771,-0.081978,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,2
531,0.740727,-1.04171,9053590,0.0770427,-0.085991,0.0770513,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,3
531,0.740687,-0.0608638,9052230,0.271562,-0.0928701,0.271563,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,4
531,0.743141,0.902425,9048890,0.4713,-0.101111,0.471399,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,5
531,0.750009,1.85959,9054280,0.658784,-0.117868,0.659258,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,6
531,0.756256,2.85023,9040980,0.721163,-0.116647,0.722276,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,7
531,0.760347,3.84191,9100760,0.740181,-0.105695,0.742156,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,8
531,0.766697,4.83155,9088210,0.747795,-0.0990751,0.750856,pressure_data_RWC.01_1-02-RUN-3-POLAR-531.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-531.csv,9
532,0.751983,-1.99647,8979670,-0.0943066,-0.0797029,-0.0943557,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,2
532,0.751822,-1.03639,8982560,0.0796772,-0.0877233,0.079686,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,3
532,0.75133,-0.0640119,8992410,0.276537,-0.0951679,0.276539,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,4
532,0.756417,0.892611,8998320,0.48478,-0.109879,0.484881,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,5
532,0.763195,1.85685,9013000,0.634547,-0.125834,0.635003,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,6
532,0.766883,2.85519,9062650,0.662419,-0.112118,0.66344,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,7
532,0.772458,3.84588,9090640,0.687505,-0.103808,0.689338,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,8
532,0.779078,4.83719,9124140,0.724698,-0.104818,0.727674,pressure_data_RWC.01_1-02-RUN-3-POLAR-532.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-532.csv,9
533,0.294368,0.030641,4222970,0.221575,-0.0686343,0.221576,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,2
533,0.294928,2.06796,4204290,0.459052,-0.0729721,0.459377,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,3
533,0.295022,4.12077,4188160,0.697977,-0.0752247,0.699827,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,4
533,0.295595,6.16744,4208390,0.924673,-0.0752036,0.930068,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,5
533,0.295458,8.19855,4205680,1.11684,-0.0732556,1.1283,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,6
533,0.297896,10.2131,4234400,1.18034,-0.0567213,1.19921,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,7
533,0.300909,12.2143,4270120,1.13977,-0.0617659,1.16605,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,8
533,0.305851,14.209,4326200,1.11702,-0.101001,1.15219,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,9
533,0.309883,15.1969,4372270,1.12671,-0.112613,1.16746,pressure_data_RWC.01_1-02-RUN-3-POLAR-533.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-533.csv,10
